GL Depth,MS,Mean,GS Age (ka),,,Depth1 (cm),Age (ka),Asian dustREE (%)
102.76 ,27.0 ,24.939,372.01 ,,,,,
102.78 ,27.0 ,25.687,372.10 ,,,,,
102.80 ,26.8 ,27.184,372.19 ,,,,,
102.82 ,28.1 ,28.52,372.27 ,,,,,
102.84 ,28.8 ,29.362,372.35 ,,,,,
102.86 ,28.0 ,27.265,372.42 ,,,,,
102.88 ,27.1 ,29.722,372.50 ,,,,,
102.90 ,25.9 ,29.469,372.58 ,,,,,
102.92 ,27.4 ,27.823,372.66 ,,,,,
102.94 ,27.9 ,27.961,372.74 ,,,,,
102.96 ,27.1 ,28.992,372.82 ,,,,,
102.98 ,27.6 ,28.721,372.90 ,,,,,
103.00 ,27.1 ,28.534,372.98 ,,,,,
103.02 ,28.0 ,28.335,373.07 ,,,,,
103.04 ,27.9 ,24.509,373.15 ,,,,,
103.06 ,29.4 ,25.623,373.24 ,,,,,
103.08 ,28.0 ,27.349,373.33 ,,,,,
103.10 ,27.2 ,28.131,373.41 ,,,,,
103.12 ,27.3 ,26.486,373.49 ,,,,,
103.14 ,28.4 ,25.72,373.58 ,,,,,
103.16 ,28.3 ,27.76,373.66 ,,,,,
103.18 ,28.5 ,28.269,373.75 ,,,,,
103.20 ,28.4 ,26.114,373.83 ,,,,,
103.22 ,27.9 ,25.712,373.92 ,,,,,
103.24 ,26.1 ,28.185,374.00 ,,,,,
103.26 ,27.8 ,29.13,374.08 ,,,,,
103.28 ,27.0 ,28.14,374.16 ,,,,,
103.30 ,27.2 ,26.583,374.24 ,,,,,
103.32 ,26.2 ,28.251,374.33 ,,,,,
103.34 ,26.8 ,26.093,374.41 ,,,,,
103.36 ,27.1 ,25.702,374.50 ,,,,,
103.38 ,26.7 ,27.83,374.58 ,,,,,
103.40 ,26.5 ,27.247,374.66 ,,,,,
103.42 ,27.2 ,29.037,374.74 ,,,,,
103.44 ,27.3 ,28.113,374.83 ,,,,,
103.46 ,27.1 ,27.044,374.91 ,,,,,
103.48 ,26.6 ,28.954,374.99 ,,,,,
103.50 ,26.5 ,26.432,375.07 ,,,,,
103.52 ,26.7 ,25.395,375.16 ,,,,,
103.54 ,26.8 ,27.888,375.25 ,,,,,
103.56 ,27.6 ,26.689,375.33 ,,,,,
103.58 ,27.1 ,28.722,375.41 ,,,,,
103.60 ,26.8 ,28.385,375.49 ,,,,,
103.62 ,27.4 ,27.204,375.57 ,,,,,
103.64 ,26.5 ,25.897,375.66 ,,,,,
103.66 ,26.3 ,27.892,375.74 ,,,,,
103.68 ,25.9 ,26.767,375.83 ,,,,,
103.70 ,26.0 ,27.085,375.91 ,,,,,
103.72 ,27.0 ,28.306,375.99 ,,,,,
103.74 ,26.8 ,26.824,376.08 ,,,,,
103.76 ,27.0 ,26.5,376.16 ,,,,,
103.78 ,27.4 ,28.639,376.24 ,,,,,
103.80 ,27.5 ,27.955,376.32 ,,,,,
103.82 ,26.2 ,26.597,376.41 ,,,,,
103.84 ,26.7 ,27.219,376.49 ,,,,,
103.86 ,26.0 ,26.692,376.57 ,,,,,
103.88 ,27.1 ,29.21,376.66 ,,,,,
103.90 ,27.2 ,28.38,376.73 ,,,,,
103.92 ,27.9 ,28.909,376.81 ,,,,,
103.94 ,27.8 ,29.366,376.90 ,,,,,
103.96 ,27.8 ,25.118,376.98 ,,,,,
103.98 ,27.4 ,26.255,377.07 ,,,,,
104.00 ,27.8 ,26.34,377.15 ,,,,,
104.02 ,27.4 ,26.208,377.24 ,,,,,
104.04 ,26.9 ,26.121,377.33 ,,,,,
104.06 ,27.4 ,25.547,377.42 ,,,,,
104.08 ,26.6 ,27.286,377.50 ,,,,,
104.10 ,27.7 ,25.582,377.59 ,,,,,
104.12 ,26.3 ,28.288,377.67 ,,,,,
104.14 ,26.0 ,27.844,377.75 ,,,,,
104.16 ,26.9 ,27.961,377.83 ,,,,,
104.18 ,27.5 ,28.714,377.92 ,,,,,
104.20 ,27.1 ,25.802,378.00 ,,,,,
104.22 ,26.6 ,25.942,378.11 ,,,,,
104.24 ,26.5 ,25.77,378.22 ,,,,,
104.26 ,26.3 ,26.197,378.33 ,,,,,
104.28 ,27.5 ,27.037,378.43 ,,,,,
104.30 ,27.2 ,26.465,378.54 ,,,,,
104.32 ,26.7 ,26.871,378.64 ,,,,,
104.34 ,27.0 ,25.956,378.75 ,,,,,
104.36 ,27.2 ,26.088,378.86 ,,,,,
104.38 ,27.0 ,26.938,378.97 ,,,,,
104.40 ,27.2 ,26.678,379.07 ,,,,,
104.42 ,27.1 ,26.219,379.18 ,,,,,
104.44 ,26.7 ,25.349,379.29 ,,,,,
104.46 ,26.8 ,24.629,379.41 ,,,,,
104.48 ,26.1 ,24.591,379.52 ,,,,,
104.50 ,26.4 ,25.31,379.63 ,,,,,
104.52 ,25.9 ,27.062,379.74 ,,,,,
104.54 ,26.2 ,25.314,379.85 ,,,,,
104.56 ,26.6 ,26.283,379.96 ,,,,,
104.58 ,23.8 ,24.861,380.07 ,,,,,
104.60 ,25.6 ,25.314,380.18 ,,,,,
104.62 ,26.0 ,24.648,380.30 ,,,,,
104.64 ,28.6 ,24.573,380.41 ,,,,,
104.66 ,27.4 ,23.94,380.53 ,,,,,
104.68 ,27.2 ,23.401,380.65 ,,,,,
104.70 ,26.4 ,25.062,380.77 ,,,,,
104.72 ,26.9 ,23.868,380.88 ,,,,,
104.74 ,26.6 ,23.904,381.00 ,,,,,
104.76 ,27.1 ,24.615,381.12 ,,,,,
104.78 ,26.1 ,23.91,381.23 ,,,,,
104.80 ,26.5 ,23.383,381.35 ,,,,,
104.82 ,25.8 ,24.087,381.47 ,,,,,
104.84 ,26.8 ,23.096,381.60 ,,,,,
104.86 ,26.5 ,22.936,381.72 ,,,,,
104.88 ,27.0 ,23.821,381.84 ,,,,,
104.90 ,26.5 ,23.361,381.96 ,,,,,
104.92 ,27.3 ,22.66,382.08 ,,,,,
104.94 ,26.8 ,22.777,382.21 ,,,,,
104.96 ,26.6 ,21.423,382.34 ,,,,,
104.98 ,26.4 ,20.708,382.48 ,,,,,
105.00 ,26.9 ,20.738,382.61 ,,,,,
105.02 ,24.8 ,23.394,382.74 ,,,,,
105.04 ,26.4 ,21.357,382.86 ,,,,,
105.06 ,25.9 ,21.7765,382.99 ,,,,,
105.08 ,25.9 ,22.196,383.12 ,,,,,
105.10 ,26.5 ,22.135,383.25 ,,,,,
105.12 ,26.1 ,21.56,383.38 ,,,,,
105.14 ,26.1 ,20.388,383.52 ,,,,,
105.16 ,26.2 ,19.707,383.66 ,,,,,
105.18 ,26.1 ,21.627,383.80 ,,,,,
105.20 ,26.5 ,19.438,383.93 ,,,,,
105.22 ,26.6 ,22.046,384.07 ,,,,,
105.24 ,26.9 ,19.51,384.21 ,,,,,
105.26 ,27.0 ,20.517,384.34 ,,,,,
105.28 ,26.5 ,24.427,384.46 ,,,,,
105.30 ,27.4 ,24.992,384.58 ,,,,,
105.32 ,27.1 ,24.009,384.69 ,,,,,
105.34 ,27.6 ,24.225,384.81 ,,,,,
105.36 ,27.5 ,24.741,384.93 ,,,,,
105.38 ,27.7 ,24.239,385.04 ,,,,,
105.40 ,24.6 ,24.104,385.16 ,,,,,
105.42 ,27.5 ,25.005,385.27 ,,,,,
105.44 ,25.8 ,25.581,385.38 ,,,,,
105.46 ,26.6 ,25.075,385.50 ,,,,,
105.48 ,25.9 ,23.485,385.61 ,,,,,
105.50 ,26.9 ,24.186,385.73 ,,,,,
105.52 ,27.5 ,25.406,385.85 ,,,,,
105.54 ,26.8 ,24.059,385.96 ,,,,,
105.56 ,27.4 ,25.59,386.07 ,,,,,
105.58 ,27.4 ,25.373,386.18 ,,,,,
105.60 ,27.2 ,24.977,386.30 ,,,,,
105.62 ,25.4 ,24.353,386.41 ,,,,,
105.64 ,26.8 ,23.833,386.53 ,,,,,
105.66 ,26.4 ,23.67,386.65 ,,,,,
105.68 ,26.7 ,22.764,386.77 ,,,,,
105.70 ,27.8 ,23.754,386.89 ,,,,,
105.72 ,27.3 ,25.616,387.01 ,,,,,
105.74 ,27.6 ,23.231,387.13 ,,,,,
105.76 ,26.9 ,22.941,387.25 ,,,,,
105.78 ,26.8 ,22.946,387.38 ,,,,,
105.80 ,26.3 ,20.118,387.51 ,,,,,
105.82 ,24.6 ,21.515,387.64 ,,,,,
105.84 ,27.1 ,21.333,387.78 ,,,,,
105.86 ,27.4 ,21.521,387.91 ,,,,,
105.88 ,26.5 ,22.846,388.03 ,,,,,
105.90 ,26.9 ,23.098,388.15 ,,,,,
105.92 ,27.4 ,25.242,388.27 ,,,,,
105.94 ,27.3 ,24.474,388.38 ,,,,,
105.96 ,27.4 ,25.038,388.49 ,,,,,
105.98 ,27.1 ,24.843,388.61 ,,,,,
106.00 ,27.7 ,25.334,388.72 ,,,,,
106.02 ,27.1 ,23.148,388.84 ,,,,,
106.04 ,26.1 ,22.907,388.97 ,,,,,
106.06 ,25.6 ,20.447,389.10 ,,,,,
106.08 ,26.4 ,21.115,389.24 ,,,,,
106.10 ,26.2 ,20.721,389.37 ,,,,,
106.12 ,26.5 ,24.297,389.49 ,,,,,
106.14 ,27.3 ,22.759,389.61 ,,,,,
106.16 ,27.0 ,23.126,389.74 ,,,,,
106.18 ,26.2 ,23.406,389.85 ,,,,,
106.20 ,26.5 ,25.643,389.97 ,,,,,
106.22 ,26.4 ,24.682,390.08 ,,,,,
106.24 ,25.6 ,24.749,390.20 ,,,,,
106.26 ,26.2 ,23.251,390.32 ,,,,,
106.28 ,26.4 ,23.026,390.44 ,,,,,
106.30 ,26.0 ,23.537,390.56 ,,,,,
106.32 ,26.5 ,23.353,390.68 ,,,,,
106.34 ,27.9 ,23.205,390.80 ,,,,,
106.36 ,26.8 ,23.603,390.92 ,,,,,
106.38 ,26.7 ,23.995,391.04 ,,,,,
106.40 ,27.4 ,24.023,391.16 ,,,,,
106.42 ,27.0 ,23.915,391.28 ,,,,,
106.44 ,26.7 ,24.32,391.39 ,,,,,
106.46 ,27.2 ,23.393,391.51 ,,,,,
106.48 ,27.5 ,26.125,391.62 ,,,,,
106.50 ,27.5 ,25.736,391.73 ,,,,,
106.52 ,27.7 ,26.598,391.84 ,,,,,
106.54 ,27.2 ,26.618,391.94 ,,,,,
106.56 ,27.1 ,27.877,392.05 ,,,,,
106.58 ,27.3 ,27.255,392.15 ,,,,,
106.60 ,28.7 ,25.262,392.26 ,,,,,
106.62 ,27.2 ,23.484,392.38 ,,,,,
106.64 ,26.4 ,24.918,392.50 ,,,,,
106.66 ,26.6 ,24.702,392.61 ,,,,,
106.68 ,27.1 ,24.202,392.73 ,,,,,
106.70 ,26.8 ,24.171,392.84 ,,,,,
106.72 ,27.5 ,26.688,392.95 ,,,,,
106.74 ,26.8 ,26.843,393.06 ,,,,,
106.76 ,27.6 ,26.489,393.16 ,,,,,
106.78 ,28.8 ,25.53,393.27 ,,,,,
106.80 ,27.0 ,26.106,393.38 ,,,,,
106.82 ,27.9 ,23.644,393.50 ,,,,,
106.84 ,26.8 ,26.065,393.61 ,,,,,
106.86 ,27.0 ,24.852,393.72 ,,,,,
106.88 ,27.3 ,26.431,393.83 ,,,,,
106.90 ,27.6 ,26.002,393.94 ,,,,,
106.92 ,26.7 ,26.237,394.05 ,,,,,
106.94 ,27.2 ,25.457,394.15 ,,,,,
106.96 ,27.3 ,26.878,394.26 ,,,,,
106.98 ,28.7 ,26.276,394.37 ,,,,,
107.00 ,26.9 ,26.216,394.47 ,,,,,
107.02 ,26.7 ,28.557,394.58 ,,,,,
107.04 ,27.1 ,27.227,394.68 ,,,,,
107.06 ,27.1 ,26.614,394.79 ,,,,,
107.08 ,27.3 ,26.453,394.89 ,,,,,
107.10 ,26.7 ,26.208,395.00 ,,,,,
107.12 ,27.5 ,27.273,395.14 ,,,,,
107.14 ,27.8 ,28.167,395.29 ,,,,,
107.16 ,28.0 ,26.48,395.43 ,,,,,
107.18 ,26.6 ,26.977,395.58 ,,,,,
107.20 ,27.2 ,25.97,395.72 ,,,,,
107.22 ,26.3 ,26.489,395.88 ,,,,,
107.24 ,26.7 ,23.862,396.03 ,,,,,
107.26 ,26.3 ,24.101,396.19 ,,,,,
107.28 ,26.6 ,25.008,396.35 ,,,,,
107.30 ,26.8 ,24.833,396.50 ,,,,,
107.32 ,26.8 ,26.048,396.66 ,,,,,
107.34 ,27.0 ,25.772,396.81 ,,,,,
107.36 ,27.4 ,25.811,396.96 ,,,,,
107.38 ,27.8 ,24.893,397.11 ,,,,,
107.40 ,27.5 ,25.062,397.27 ,,,,,
107.42 ,27.3 ,26.069,397.42 ,,,,,
107.44 ,26.0 ,27.295,397.56 ,,,,,
107.46 ,27.4 ,28.091,397.70 ,,,,,
107.48 ,28.5 ,28.273,397.84 ,,,,,
107.50 ,28.4 ,27.477,397.98 ,,,,,
107.52 ,27.7 ,26.731,398.13 ,,,,,
107.54 ,27.5 ,25.87,398.27 ,,,,,
107.56 ,27.7 ,26.202,398.42 ,,,,,
107.58 ,26.2 ,26.906,398.57 ,,,,,
107.60 ,27.3 ,25.438,398.72 ,,,,,
107.62 ,27.6 ,27.027,398.87 ,,,,,
107.64 ,27.0 ,25.573,399.02 ,,,,,
107.66 ,27.0 ,24.152,399.17 ,,,,,
107.68 ,27.2 ,26.008,399.33 ,,,,,
107.70 ,26.7 ,26.644,399.48 ,,,,,
107.72 ,26.8 ,25.131,399.63 ,,,,,
107.74 ,26.2 ,25.862,399.78 ,,,,,
107.76 ,26.1 ,26.216,399.93 ,,,,,
107.78 ,26.6 ,25.799,400.08 ,,,,,
107.80 ,27.0 ,24.949,400.23 ,,,,,
107.82 ,27.3 ,25.74,400.39 ,,,,,
107.84 ,27.0 ,23.655,400.55 ,,,,,
107.86 ,27.9 ,23.776,400.71 ,,,,,
107.88 ,28.3 ,23.458,400.88 ,,,,,
107.90 ,28.6 ,23.256,401.05 ,,,,,
107.92 ,28.1 ,22.771,401.22 ,,,,,
107.94 ,27.5 ,22.625,401.39 ,,,,,
107.96 ,26.3 ,22.138,401.56 ,,,,,
107.98 ,26.2 ,23.017,401.73 ,,,,,
108.00 ,26.1 ,22.518,401.91 ,,,,,
108.02 ,24.1 ,22.666,402.07 ,,,,,
108.04 ,28.2 ,24.392,402.24 ,,,,,
108.06 ,28.0 ,23.959,402.40 ,,,,,
108.08 ,26.7 ,24.599,402.55 ,,,,,
108.10 ,25.9 ,26.307,402.71 ,,,,,
108.12 ,27.3 ,25.048,402.86 ,,,,,
108.14 ,26.6 ,23.216,403.03 ,,,,,
108.16 ,26.7 ,23.566,403.19 ,,,,,
108.18 ,27.0 ,24.957,403.35 ,,,,,
108.20 ,28.6 ,23.359,403.52 ,,,,,
108.22 ,38.0 ,23.144,403.69 ,,,,,
108.24 ,56.9 ,22.148,403.86 ,,,,,
108.26 ,55.3 ,20.425,404.05 ,,,,,
108.28 ,54.6 ,19.622,404.25 ,,,,,
108.30 ,51.9 ,18.819,404.44 ,,,,,
108.32 ,29.9 ,21.434,404.63 ,,,,,
108.34 ,26.9 ,24.236,404.79 ,,,,,
108.36 ,27.4 ,24.359,404.95 ,,,,,
108.38 ,26.5 ,24.022,405.12 ,,,,,
108.40 ,25.6 ,23.522,405.28 ,,,,,
108.42 ,25.6 ,23.694,405.45 ,,,,,
108.44 ,25.6 ,22.632,405.62 ,,,,,
108.46 ,25.5 ,22.553,405.79 ,,,,,
108.48 ,25.7 ,22.5,405.96 ,,,,,
108.50 ,25.2 ,22.743,406.13 ,,,,,
108.52 ,24.7 ,22.579,406.30 ,,,,,
108.54 ,24.7 ,23.223,406.48 ,,,,,
108.56 ,25.4 ,21.642,406.65 ,,,,,
108.58 ,26.2 ,20.866,406.84 ,,,,,
108.60 ,25.7 ,21.337,407.02 ,,,,,
108.62 ,26.3 ,20.537,407.21 ,,,,,
108.64 ,26.0 ,21.173,407.39 ,,,,,
108.66 ,26.6 ,21.367,407.58 ,,,,,
108.68 ,26.1 ,21.487,407.76 ,,,,,
108.70 ,26.3 ,21.428,407.94 ,,,,,
108.72 ,26.6 ,20.543,408.13 ,,,,,
108.74 ,26.6 ,19.978,408.32 ,,,,,
108.76 ,26.3 ,20.899,408.51 ,,,,,
108.78 ,26.0 ,21.136,408.70 ,,,,,
108.80 ,26.8 ,19.826,408.89 ,,,,,
108.82 ,27.1 ,20.298,409.08 ,,,,,
108.84 ,26.6 ,21.781,409.26 ,,,,,
108.86 ,26.1 ,20.725,409.44 ,,,,,
108.88 ,25.1 ,21.762,409.63 ,,,,,
108.90 ,25.9 ,20.602,409.81 ,,,,,
108.92 ,25.9 ,21.161,410.00 ,,,,,
108.94 ,26.4 ,20.584,410.19 ,,,,,
108.96 ,26.3 ,20.615,410.38 ,,,,,
108.98 ,26.3 ,19.946,410.57 ,,,,,
109.00 ,26.5 ,20.987,410.77 ,,,,,
109.02 ,27.2 ,17.935,410.97 ,,,,,
109.04 ,25.9 ,19.367,411.17 ,,,,,
109.06 ,25.3 ,19.588,411.37 ,,,,,
109.08 ,25.9 ,19.593,411.57 ,,,,,
109.10 ,25.2 ,19.146,411.77 ,,,,,
109.12 ,25.2 ,19.501,411.97 ,,,,,
109.14 ,24.9 ,19.749,412.17 ,,,,,
109.16 ,26.1 ,20.762,412.36 ,,,,,
109.18 ,26.7 ,21.012,412.55 ,,,,,
109.20 ,26.3 ,19.645,412.74 ,,,,,
109.22 ,26.8 ,19.44,412.94 ,,,,,
109.24 ,30.2 ,19.454,413.13 ,,,,,
109.26 ,32.8 ,21.213,413.33 ,,,,,
109.28 ,33.3 ,19.984,413.52 ,,,,,
109.30 ,27.2 ,21.016,413.70 ,,,,,
109.32 ,23.7 ,22.753,413.88 ,,,,,
109.34 ,25.7 ,20.897,414.07 ,,,,,
109.36 ,33.9 ,18.169,414.27 ,,,,,
109.38 ,33.4 ,17.543,414.49 ,,,,,
109.40 ,32.1 ,18.058,414.71 ,,,,,
109.42 ,31.1 ,17.677,414.93 ,,,,,
109.44 ,28.4 ,18.192,415.15 ,,,,,
109.46 ,30.8 ,17.227,415.36 ,,,,,
109.48 ,28.2 ,19.959,415.56 ,,,,,
109.50 ,28.3 ,20.541,415.75 ,,,,,
109.52 ,27.4 ,19.439,415.95 ,,,,,
109.54 ,27.2 ,19.388,416.15 ,,,,,
109.56 ,26.6 ,19.591,416.35 ,,,,,
109.58 ,26.7 ,19.364,416.55 ,,,,,
109.60 ,27.0 ,19.495,416.75 ,,,,,
109.62 ,27.5 ,20.781,416.94 ,,,,,
109.64 ,30.7 ,20.856,417.12 ,,,,,
109.66 ,29.3 ,20.955,417.31 ,,,,,
109.68 ,28.4 ,20.748,417.50 ,,,,,
109.70 ,29.7 ,19.611,417.70 ,,,,,
109.72 ,29.6 ,19.955,417.90 ,,,,,
109.74 ,27.0 ,18.668,418.10 ,,,,,
109.76 ,25.9 ,19.589,418.30 ,,,,,
109.78 ,25.6 ,20.215,418.49 ,,,,,
109.80 ,25.7 ,19.926,418.69 ,,,,,
109.82 ,25.6 ,18.98,418.89 ,,,,,
109.84 ,25.1 ,18.65,419.10 ,,,,,
109.86 ,25.2 ,18.86,419.30 ,,,,,
109.88 ,25.9 ,19.211,419.51 ,,,,,
109.90 ,25.7 ,19.417,419.71 ,,,,,
109.92 ,25.8 ,19.517,419.91 ,,,,,
109.94 ,26.8 ,19.232,420.11 ,,,,,
109.96 ,33.0 ,19.499,420.31 ,,,,,
109.98 ,28.4 ,19.766,420.51 ,,,,,
110.00 ,28.8 ,19.244,420.71 ,,,,,
110.02 ,28.9 ,19.6,420.90 ,,,,,
110.04 ,28.0 ,21.48,421.09 ,,,,,
110.06 ,29.1 ,20.853,421.28 ,,,,,
110.08 ,29.3 ,19.952,421.47 ,,,,,
110.10 ,31.1 ,20.703,421.66 ,,,,,
110.12 ,31.3 ,19.299,421.86 ,,,,,
110.14 ,34.0 ,18.781,422.07 ,,,,,
110.16 ,33.3 ,18.155,422.28 ,,,,,
110.18 ,30.4 ,18.98,422.48 ,,,,,
110.20 ,28.1 ,21.116,422.67 ,,,,,
110.22 ,30.3 ,19.276,422.87 ,,,,,
110.24 ,31.3 ,18.613,423.08 ,,,,,
110.26 ,30.5 ,19.685,423.28 ,,,,,
110.28 ,30.0 ,19.901,423.46 ,,,,,
110.30 ,29.4 ,24.785,423.63 ,,,,,
110.32 ,29.8 ,24.2785,423.79 ,,,,,
110.34 ,29.1 ,23.772,423.95 ,,,,,
110.36 ,29.5 ,23.774,424.11 ,,,,,
110.38 ,27.8 ,24.549,424.27 ,,,,,
110.40 ,29.6 ,23.872,424.44 ,,,,,
110.42 ,31.0 ,23.002,424.60 ,,,,,
110.44 ,31.3 ,23.545,424.77 ,,,,,
110.46 ,32.4 ,23.791,424.93 ,,,,,
110.48 ,33.8 ,25.366,425.09 ,,,,,
110.50 ,31.8 ,25.561,425.24 ,,,,,
110.52 ,32.3 ,23.83,425.40 ,,,,,
110.54 ,31.6 ,24.25,425.56 ,,,,,
110.56 ,30.5 ,23.743,425.73 ,,,,,
110.58 ,31.1 ,23.896,425.87 ,,,,,
110.60 ,30.2 ,32.687,426.00 ,,,,,
110.62 ,32.1 ,33.917,426.04 ,,,,,
110.64 ,33.8 ,34.452,426.08 ,,,,,
110.66 ,31.9 ,35.376,426.13 ,,,,,
110.68 ,30.6 ,33.565,426.17 ,,,,,
110.70 ,29.8 ,30.793,426.21 ,,,,,
110.72 ,30.4 ,32.54,426.26 ,,,,,
110.74 ,30.8 ,32.671,426.30 ,,,,,
110.76 ,29.9 ,34.968,426.34 ,,,,,
110.78 ,29.9 ,34.564,426.38 ,,,,,
110.80 ,31.1 ,34.155,426.42 ,,,,,
110.82 ,31.8 ,34.831,426.47 ,,,,,
110.84 ,30.6 ,33.408,426.51 ,,,,,
110.86 ,30.3 ,32.104,426.55 ,,,,,
110.88 ,30.0 ,32.703,426.60 ,,,,,
110.90 ,30.1 ,33.747,426.64 ,,,,,
110.92 ,30.8 ,32.334,426.68 ,,,,,
110.94 ,29.6 ,31.561,426.73 ,,,,,
110.96 ,29.7 ,31.769,426.77 ,,,,,
110.98 ,29.4 ,31.985,426.82 ,,,,,
111.00 ,30.6 ,34.821,426.86 ,,,,,
111.02 ,29.3 ,35.438,426.90 ,,,,,
111.04 ,30.1 ,38.277,426.94 ,,,,,
111.06 ,29.1 ,38.582,426.97 ,,,,,
111.08 ,29.7 ,41.243,427.01 ,,,,,
111.10 ,32.1 ,37.414,427.05 ,,,,,
111.12 ,31.2 ,32.78,427.09 ,,,,,
111.14 ,30.1 ,30.773,427.14 ,,,,,
111.16 ,30.2 ,32.069,427.18 ,,,,,
111.18 ,30.2 ,33.39,427.22 ,,,,,
111.20 ,31.3 ,35.085,427.26 ,,,,,
111.22 ,30.2 ,34.566,427.31 ,,,,,
111.24 ,29.3 ,33.596,427.35 ,,,,,
111.26 ,30.4 ,32.029,427.39 ,,,,,
111.28 ,30.4 ,32.968,427.43 ,,,,,
111.30 ,29.7 ,41.131,427.47 ,,,,,
111.32 ,29.3 ,38.903,427.51 ,,,,,
111.34 ,29.1 ,40.198,427.54 ,,,,,
111.36 ,29.1 ,38.592,427.58 ,,,,,
111.38 ,30.0 ,37.424,427.62 ,,,,,
111.40 ,30.3 ,37.506,427.66 ,,,,,
111.42 ,30.8 ,35.697,427.70 ,,,,,
111.44 ,32.3 ,36.469,427.74 ,,,,,
111.46 ,31.3 ,34.808,427.78 ,,,,,
111.48 ,30.6 ,35.271,427.82 ,,,,,
111.50 ,29.7 ,35.193,427.86 ,,,,,
111.52 ,30.1 ,36.659,427.90 ,,,,,
111.54 ,31.9 ,38.689,427.93 ,,,,,
111.56 ,31.8 ,35.3995,427.97 ,,,,,
111.58 ,33.0 ,32.11,428.02 ,,,,,
111.60 ,31.4 ,33.151,428.06 ,,,,,
111.62 ,31.6 ,33.765,428.10 ,,,,,
111.64 ,32.2 ,36.538,428.14 ,,,,,
111.66 ,32.0 ,34.67,428.18 ,,,,,
111.68 ,32.1 ,37.022,428.22 ,,,,,
111.70 ,32.0 ,38.483,428.26 ,,,,,
111.72 ,33.7 ,38.06,428.30 ,,,,,
111.74 ,33.5 ,35.148,428.34 ,,,,,
111.76 ,28.4 ,34.21,428.38 ,,,,,
111.78 ,30.2 ,33.413,428.42 ,,,,,
111.80 ,30.2 ,32.843,428.47 ,,,,,
111.82 ,29.8 ,31.021,428.51 ,,,,,
111.84 ,29.0 ,29.556,428.56 ,,,,,
111.86 ,30.2 ,29.82,428.61 ,,,,,
111.88 ,31.1 ,31.531,428.65 ,,,,,
111.90 ,30.6 ,30.105,428.70 ,,,,,
111.92 ,29.1 ,28.977,428.75 ,,,,,
111.94 ,30.7 ,29.048,428.80 ,,,,,
111.96 ,28.9 ,29.119,428.85 ,,,,,
111.98 ,29.0 ,29.951,428.90 ,,,,,
112.00 ,29.3 ,30.999,428.94 ,,,,,
112.02 ,30.1 ,31.074,428.99 ,,,,,
112.04 ,29.9 ,30.601,429.03 ,,,,,
112.06 ,29.9 ,31.648,429.08 ,,,,,
112.08 ,28.4 ,31.139,429.13 ,,,,,
112.10 ,28.8 ,31.806,429.17 ,,,,,
112.12 ,31.4 ,33.555,429.21 ,,,,,
112.14 ,31.4 ,32.597,429.26 ,,,,,
112.16 ,31.5 ,32.179,429.30 ,,,,,
112.18 ,30.9 ,31.773,429.35 ,,,,,
112.20 ,30.6 ,32.718,429.39 ,,,,,
112.22 ,30.4 ,35.473,429.43 ,,,,,
112.24 ,29.4 ,30.807,429.48 ,,,,,
112.26 ,29.4 ,32.322,429.52 ,,,,,
112.28 ,30.2 ,38.575,429.56 ,,,,,
112.30 ,33.0 ,39.045,429.60 ,,,,,
112.32 ,32.0 ,35.557,429.63 ,,,,,
112.34 ,32.5 ,36.25,429.68 ,,,,,
112.36 ,31.5 ,31.663,429.72 ,,,,,
112.38 ,29.9 ,31.292,429.76 ,,,,,
112.40 ,28.6 ,32.648,429.81 ,,,,,
112.42 ,28.1 ,30.354,429.86 ,,,,,
112.44 ,29.5 ,29.909,429.90 ,,,,,
112.46 ,27.4 ,29.983,429.95 ,,,,,
112.48 ,27.4 ,31.272,430.00 ,,,,,
112.50 ,27.8 ,30.953,430.04 ,,,,,
112.52 ,26.8 ,33.914,430.08 ,,,,,
112.54 ,28.7 ,34.628,430.13 ,,,,,
112.56 ,27.4 ,34.59,430.17 ,,,,,
112.58 ,29.6 ,32.568,430.21 ,,,,,
112.60 ,29.9 ,34.056,430.25 ,,,,,
112.62 ,30.7 ,31.728,430.30 ,,,,,
112.64 ,29.8 ,33.595,430.34 ,,,,,
112.66 ,30.9 ,32.223,430.39 ,,,,,
112.68 ,30.8 ,31.776,430.43 ,,,,,
112.70 ,28.6 ,33.838,430.47 ,,,,,
112.72 ,28.3 ,34.105,430.51 ,,,,,
112.74 ,29.2 ,33.195,430.56 ,,,,,
112.76 ,28.5 ,36.726,430.60 ,,,,,
112.78 ,27.8 ,35.454,430.64 ,,,,,
112.80 ,28.2 ,34.191,430.68 ,,,,,
112.82 ,29.2 ,32.146,430.72 ,,,,,
112.84 ,29.9 ,32.826,430.77 ,,,,,
112.86 ,28.7 ,31.191,430.81 ,,,,,
112.88 ,31.2 ,30.304,430.86 ,,,,,
112.90 ,30.7 ,32.466,430.90 ,,,,,
112.92 ,30.4 ,33.104,430.95 ,,,,,
112.94 ,30.5 ,33.906,430.99 ,,,,,
112.96 ,29.2 ,32.334,431.03 ,,,,,
112.98 ,27.4 ,30.696,431.08 ,,,,,
113.00 ,27.5 ,29.962,431.13 ,,,,,
113.02 ,27.1 ,31.404,431.17 ,,,,,
113.04 ,27.4 ,30.791,431.22 ,,,,,
113.06 ,26.6 ,30.146,431.27 ,,,,,
