GL Depth,MS,Mean,GS Age (ka),,,Depth1 (cm),Age (ka),Asian dustREE (%)
113.08 ,29.4 ,30.076,431.31 ,,,,,
113.10 ,29.5 ,32.231,431.36 ,,,,,
113.12 ,29.3 ,29.173,431.41 ,,,,,
113.14 ,30.7 ,32.278,431.45 ,,,,,
113.16 ,29.8 ,31.57,431.50 ,,,,,
113.18 ,27.9 ,31.882,431.54 ,,,,,
113.20 ,28.2 ,31.815,431.58 ,,,,,
113.22 ,28.5 ,35.455,431.63 ,,,,,
113.24 ,26.8 ,34.393,431.67 ,,,,,
113.26 ,27.3 ,31.502,431.71 ,,,,,
113.28 ,27.6 ,31.06,431.76 ,,,,,
113.30 ,27.7 ,30.948,431.81 ,,,,,
113.32 ,26.4 ,30.58,431.85 ,,,,,
113.34 ,27.8 ,31.111,431.90 ,,,,,
113.36 ,29.5 ,29.947,431.95 ,,,,,
113.38 ,29.3 ,29.588,431.99 ,,,,,
113.40 ,29.6 ,28.979,432.04 ,,,,,
113.42 ,28.6 ,28.186,432.09 ,,,,,
113.44 ,28.1 ,27.94,432.14 ,,,,,
113.46 ,27.3 ,29.867,432.19 ,,,,,
113.48 ,27.6 ,33.896,432.24 ,,,,,
113.50 ,27.7 ,32.035,432.28 ,,,,,
113.52 ,26.6 ,33.315,432.32 ,,,,,
113.54 ,26.7 ,32.765,432.37 ,,,,,
113.56 ,26.6 ,29.217,432.41 ,,,,,
113.58 ,27.8 ,29.807,432.46 ,,,,,
113.60 ,27.8 ,28.915,432.51 ,,,,,
113.62 ,27.8 ,30.179,432.56 ,,,,,
113.64 ,28.2 ,30.714,432.61 ,,,,,
113.66 ,28.6 ,27.906,432.66 ,,,,,
113.68 ,27.7 ,28.036,432.71 ,,,,,
113.70 ,28.1 ,28.69,432.76 ,,,,,
113.72 ,28.5 ,30.144,432.81 ,,,,,
113.74 ,27.4 ,28.464,432.85 ,,,,,
113.76 ,28.8 ,30.42,432.90 ,,,,,
113.78 ,29.1 ,32.065,432.95 ,,,,,
113.80 ,29.0 ,30.932,432.99 ,,,,,
113.82 ,27.4 ,32.005,433.04 ,,,,,
113.84 ,26.8 ,26.298,433.09 ,,,,,
113.86 ,27.7 ,25.682,433.15 ,,,,,
113.88 ,27.5 ,26.757,433.20 ,,,,,
113.90 ,28.0 ,30.513,433.25 ,,,,,
113.92 ,28.4 ,30.301,433.29 ,,,,,
113.94 ,27.3 ,29.15,433.34 ,,,,,
113.96 ,27.8 ,29.32,433.39 ,,,,,
113.98 ,26.5 ,30.053,433.44 ,,,,,
114.00 ,26.9 ,29.021,433.49 ,,,,,
114.02 ,28.6 ,29.988,433.54 ,,,,,
114.04 ,26.4 ,31.824,433.58 ,,,,,
114.06 ,27.7 ,29.397,433.63 ,,,,,
114.08 ,28.0 ,31.595,433.68 ,,,,,
114.10 ,27.1 ,30.808,433.72 ,,,,,
114.12 ,28.0 ,32.531,433.77 ,,,,,
114.14 ,29.2 ,29.943,433.81 ,,,,,
114.16 ,29.0 ,27.576,433.87 ,,,,,
114.18 ,29.0 ,26.99,433.92 ,,,,,
114.20 ,27.9 ,28.168,433.97 ,,,,,
114.22 ,27.0 ,27.452,434.02 ,,,,,
114.24 ,26.3 ,26.899,434.07 ,,,,,
114.26 ,24.8 ,25.862,434.13 ,,,,,
114.28 ,27.1 ,27.304,434.18 ,,,,,
114.30 ,27.6 ,25.775,434.24 ,,,,,
114.32 ,26.4 ,26.521,434.29 ,,,,,
114.34 ,27.0 ,28.075,434.34 ,,,,,
114.36 ,27.2 ,28.501,434.39 ,,,,,
114.38 ,26.9 ,27.797,434.44 ,,,,,
114.40 ,26.5 ,27.851,434.49 ,,,,,
114.42 ,27.5 ,27.828,434.55 ,,,,,
114.44 ,26.0 ,26.605,434.60 ,,,,,
114.46 ,26.5 ,26.572,434.65 ,,,,,
114.48 ,27.5 ,26.893,434.71 ,,,,,
114.50 ,27.9 ,27.164,434.76 ,,,,,
114.52 ,27.5 ,29.192,434.81 ,,,,,
114.54 ,27.2 ,30.26,434.85 ,,,,,
114.56 ,26.8 ,31.284,434.90 ,,,,,
114.58 ,26.4 ,31.295,434.95 ,,,,,
114.60 ,26.3 ,27.661,435.00 ,,,,,
114.62 ,25.8 ,26.356,435.05 ,,,,,
114.64 ,26.6 ,30.498,435.10 ,,,,,
114.66 ,26.5 ,28.835,435.15 ,,,,,
114.68 ,27.2 ,30.16,435.20 ,,,,,
114.70 ,27.1 ,28.753,435.24 ,,,,,
114.72 ,26.9 ,29.66,435.30 ,,,,,
114.74 ,26.2 ,26.869,435.35 ,,,,,
114.76 ,26.7 ,29.491,435.39 ,,,,,
114.78 ,27.0 ,29.796,435.44 ,,,,,
114.80 ,26.6 ,29.791,435.49 ,,,,,
114.82 ,26.8 ,28.358,435.54 ,,,,,
114.84 ,27.2 ,29.754,435.59 ,,,,,
114.86 ,27.2 ,29.31,435.64 ,,,,,
114.88 ,26.4 ,27.898,435.69 ,,,,,
114.90 ,26.2 ,26.548,435.74 ,,,,,
114.92 ,26.4 ,27.029,435.80 ,,,,,
114.94 ,26.5 ,25.72,435.85 ,,,,,
114.96 ,26.6 ,25.512,435.91 ,,,,,
114.98 ,26.4 ,24.538,435.96 ,,,,,
115.00 ,25.9 ,26.884,436.02 ,,,,,
115.02 ,26.3 ,28.199,436.07 ,,,,,
115.04 ,26.6 ,26.558,436.12 ,,,,,
115.06 ,26.5 ,28.129,436.17 ,,,,,
115.08 ,26.3 ,27.918,436.23 ,,,,,
115.10 ,26.6 ,25.805,436.28 ,,,,,
115.12 ,26.4 ,25.707,436.34 ,,,,,
115.14 ,26.5 ,27.005,436.39 ,,,,,
115.16 ,25.8 ,26.556,436.44 ,,,,,
115.18 ,26.4 ,27.293,436.50 ,,,,,
115.20 ,27.0 ,26.778,436.55 ,,,,,
115.22 ,26.6 ,27.338,436.60 ,,,,,
115.24 ,26.2 ,27.88,436.65 ,,,,,
115.26 ,26.4 ,28.528,436.70 ,,,,,
115.28 ,27.2 ,29.721,436.75 ,,,,,
115.30 ,26.5 ,26.389,436.80 ,,,,,
115.32 ,27.1 ,26.127,436.86 ,,,,,
115.34 ,26.7 ,26.166,436.91 ,,,,,
115.36 ,24.6 ,25.5,436.97 ,,,,,
115.38 ,25.9 ,26.171,437.02 ,,,,,
115.40 ,25.8 ,26.206,437.08 ,,,,,
115.42 ,26.8 ,26.526,437.13 ,,,,,
115.44 ,26.3 ,27.404,437.19 ,,,,,
115.46 ,27.4 ,27.096,437.24 ,,,,,
115.48 ,25.7 ,26.035,437.29 ,,,,,
115.50 ,25.6 ,27.092,437.35 ,,,,,
115.52 ,25.6 ,26.278,437.40 ,,,,,
115.54 ,26.0 ,27.448,437.45 ,,,,,
115.56 ,25.9 ,27.705,437.50 ,,,,,
115.58 ,26.4 ,26.558,437.56 ,,,,,
115.60 ,26.1 ,26.571,437.61 ,,,,,
115.62 ,26.0 ,28.134,437.66 ,,,,,
115.64 ,25.8 ,24.943,437.72 ,,,,,
115.66 ,26.0 ,25.035,437.78 ,,,,,
115.68 ,25.8 ,24.48,437.83 ,,,,,
115.70 ,26.5 ,25.211,437.89 ,,,,,
115.72 ,26.0 ,26.053,437.95 ,,,,,
115.74 ,26.5 ,26.031,438.00 ,,,,,
115.76 ,26.0 ,24.616,438.06 ,,,,,
115.78 ,26.1 ,26.135,438.11 ,,,,,
115.80 ,26.5 ,26.881,438.17 ,,,,,
115.82 ,26.5 ,27.926,438.22 ,,,,,
115.84 ,26.1 ,26.187,438.27 ,,,,,
115.86 ,25.1 ,27.523,438.33 ,,,,,
115.88 ,25.5 ,26.386,438.38 ,,,,,
115.90 ,25.7 ,27.764,438.43 ,,,,,
115.92 ,25.9 ,26.94,438.48 ,,,,,
115.94 ,26.8 ,26.595,438.54 ,,,,,
115.96 ,27.4 ,24.512,438.59 ,,,,,
115.98 ,26.0 ,27.04,438.65 ,,,,,
116.00 ,25.2 ,27.308,438.70 ,,,,,
116.02 ,26.7 ,25.144,438.76 ,,,,,
116.04 ,26.7 ,25.843,438.81 ,,,,,
116.06 ,27.1 ,25.899,438.87 ,,,,,
116.08 ,26.8 ,25.355,438.92 ,,,,,
116.10 ,26.4 ,26.131,438.98 ,,,,,
116.12 ,26.9 ,26.593,439.03 ,,,,,
116.14 ,25.0 ,26.933,439.09 ,,,,,
116.16 ,25.6 ,28.241,439.14 ,,,,,
116.18 ,26.3 ,28.658,439.19 ,,,,,
116.20 ,25.9 ,27.676,439.24 ,,,,,
116.22 ,25.3 ,28.59,439.29 ,,,,,
116.24 ,25.4 ,27.423,439.34 ,,,,,
116.26 ,25.8 ,27.815,439.39 ,,,,,
116.28 ,26.2 ,26.682,439.45 ,,,,,
116.30 ,24.9 ,25.447,439.50 ,,,,,
116.32 ,24.9 ,25.128,439.56 ,,,,,
116.34 ,25.7 ,23.995,439.62 ,,,,,
116.36 ,25.8 ,26.31,439.67 ,,,,,
116.38 ,25.9 ,25.529,439.73 ,,,,,
116.40 ,27.1 ,24.166,439.79 ,,,,,
116.42 ,26.8 ,25.055,439.85 ,,,,,
116.44 ,25.7 ,22.949,439.91 ,,,,,
116.46 ,24.0 ,22.433,439.97 ,,,,,
116.48 ,25.0 ,23.124,440.03 ,,,,,
116.50 ,25.6 ,25.477,440.09 ,,,,,
116.52 ,28.0 ,27.034,440.14 ,,,,,
116.54 ,26.4 ,26.979,440.19 ,,,,,
116.56 ,26.2 ,29.912,440.24 ,,,,,
116.58 ,26.4 ,31.131,440.29 ,,,,,
116.60 ,27.1 ,30.576,440.34 ,,,,,
116.62 ,26.2 ,26.589,440.39 ,,,,,
116.64 ,26.4 ,25.193,440.44 ,,,,,
116.66 ,25.9 ,27.919,440.49 ,,,,,
116.68 ,26.0 ,29.301,440.54 ,,,,,
116.70 ,26.2 ,28.893,440.59 ,,,,,
116.72 ,26.1 ,30.399,440.64 ,,,,,
116.74 ,26.4 ,32.069,440.68 ,,,,,
116.76 ,26.9 ,31.399,440.73 ,,,,,
116.78 ,27.2 ,29.974,440.78 ,,,,,
116.80 ,26.3 ,27.226,440.83 ,,,,,
116.82 ,25.9 ,26.452,440.88 ,,,,,
116.84 ,25.9 ,31.456,440.93 ,,,,,
116.86 ,26.3 ,31.347,440.97 ,,,,,
116.88 ,26.9 ,31.042,441.02 ,,,,,
116.90 ,26.7 ,31.543,441.07 ,,,,,
116.92 ,26.6 ,32.456,441.11 ,,,,,
116.94 ,28.0 ,30.554,441.16 ,,,,,
116.96 ,26.6 ,29.704,441.20 ,,,,,
116.98 ,26.6 ,31.659,441.25 ,,,,,
117.00 ,26.9 ,32.563,441.30 ,,,,,
117.02 ,27.1 ,29.412,441.34 ,,,,,
117.04 ,27.5 ,29.796,441.39 ,,,,,
117.06 ,26.0 ,28.794,441.44 ,,,,,
117.08 ,27.3 ,29.363,441.49 ,,,,,
117.10 ,26.9 ,30.392,441.54 ,,,,,
117.12 ,28.6 ,30.013,441.58 ,,,,,
117.14 ,25.9 ,30.076,441.63 ,,,,,
117.16 ,27.0 ,28.362,441.68 ,,,,,
117.18 ,27.5 ,27.614,441.73 ,,,,,
117.20 ,26.2 ,27.853,441.78 ,,,,,
117.22 ,28.0 ,27.815,441.84 ,,,,,
117.24 ,27.8 ,27.415,441.89 ,,,,,
117.26 ,27.7 ,27.704,441.94 ,,,,,
117.28 ,27.4 ,28.95,441.99 ,,,,,
117.30 ,26.7 ,30.532,442.04 ,,,,,
117.32 ,26.1 ,29.954,442.08 ,,,,,
117.34 ,26.1 ,30.481,442.13 ,,,,,
117.36 ,27.0 ,31.004,442.18 ,,,,,
117.38 ,26.8 ,32.465,442.22 ,,,,,
117.40 ,26.8 ,31.764,442.27 ,,,,,
117.42 ,26.6 ,32.195,442.31 ,,,,,
117.44 ,26.2 ,30.894,442.36 ,,,,,
117.46 ,25.6 ,28.653,442.40 ,,,,,
117.48 ,25.9 ,30.11,442.45 ,,,,,
117.50 ,28.5 ,30.967,442.50 ,,,,,
117.52 ,28.8 ,31.69,442.55 ,,,,,
117.54 ,27.7 ,30.326,442.59 ,,,,,
117.56 ,26.3 ,31.184,442.64 ,,,,,
117.58 ,27.0 ,29.218,442.69 ,,,,,
117.60 ,26.8 ,30.066,442.73 ,,,,,
117.62 ,28.0 ,30.211,442.78 ,,,,,
117.64 ,27.6 ,30.266,442.83 ,,,,,
117.66 ,27.2 ,29.86,442.88 ,,,,,
117.68 ,27.1 ,29.298,442.93 ,,,,,
117.70 ,26.0 ,29.159,442.97 ,,,,,
117.72 ,26.0 ,30.664,443.02 ,,,,,
117.74 ,26.8 ,30.148,443.07 ,,,,,
117.76 ,27.5 ,33.373,443.11 ,,,,,
117.78 ,27.4 ,31.237,443.16 ,,,,,
117.80 ,28.4 ,31.096,443.20 ,,,,,
117.82 ,26.2 ,33.278,443.25 ,,,,,
117.84 ,28.2 ,28.62,443.30 ,,,,,
117.86 ,29.2 ,27.708,443.35 ,,,,,
117.88 ,27.6 ,29.803,443.39 ,,,,,
117.90 ,27.8 ,30.254,443.44 ,,,,,
117.92 ,26.9 ,28.718,443.49 ,,,,,
117.94 ,25.5 ,28.639,443.54 ,,,,,
117.96 ,25.2 ,29.423,443.59 ,,,,,
117.98 ,25.4 ,29.068,443.64 ,,,,,
118.00 ,30.8 ,28.059,443.69 ,,,,,
118.02 ,30.0 ,27.081,443.74 ,,,,,
118.04 ,26.1 ,27.952,443.79 ,,,,,
118.06 ,25.9 ,29.96,443.84 ,,,,,
118.08 ,27.0 ,29.07,443.89 ,,,,,
118.10 ,26.5 ,28.739,443.94 ,,,,,
118.12 ,26.7 ,27.503,443.99 ,,,,,
118.14 ,26.4 ,27.172,444.04 ,,,,,
118.16 ,27.8 ,29.07,444.09 ,,,,,
118.18 ,25.3 ,28.573,444.14 ,,,,,
118.20 ,25.3 ,29.169,444.19 ,,,,,
118.22 ,26.4 ,28.68,444.24 ,,,,,
118.24 ,27.1 ,28.98,444.29 ,,,,,
118.26 ,24.8 ,30.319,444.34 ,,,,,
118.28 ,26.1 ,28.765,444.39 ,,,,,
118.30 ,25.0 ,28.68,444.44 ,,,,,
118.32 ,25.7 ,29.302,444.49 ,,,,,
118.34 ,26.0 ,29.994,444.54 ,,,,,
118.36 ,25.2 ,29.162,444.58 ,,,,,
118.38 ,25.4 ,29.999,444.63 ,,,,,
118.40 ,25.8 ,29.296,444.68 ,,,,,
118.42 ,25.3 ,30.412,444.73 ,,,,,
118.44 ,25.3 ,28.944,444.78 ,,,,,
118.46 ,26.0 ,27.444,444.83 ,,,,,
118.48 ,25.5 ,28.597,444.88 ,,,,,
118.50 ,23.5 ,29.348,444.93 ,,,,,
118.52 ,26.0 ,27.437,444.98 ,,,,,
118.54 ,25.4 ,30.126,445.03 ,,,,,
118.56 ,24.9 ,30.612,445.07 ,,,,,
118.58 ,25.1 ,30.581,445.12 ,,,,,
118.60 ,25.7 ,29.448,445.17 ,,,,,
118.62 ,26.7 ,29.557,445.22 ,,,,,
118.64 ,26.5 ,29.475,445.27 ,,,,,
118.66 ,26.7 ,29.347,445.32 ,,,,,
118.68 ,24.8 ,26.603,445.37 ,,,,,
118.70 ,25.0 ,27.834,445.42 ,,,,,
118.72 ,25.3 ,28.365,445.47 ,,,,,
118.74 ,26.9 ,28.063,445.52 ,,,,,
118.76 ,28.1 ,28.828,445.57 ,,,,,
118.78 ,27.0 ,29.071,445.62 ,,,,,
118.80 ,25.9 ,27.88,445.67 ,,,,,
118.82 ,25.9 ,27.372,445.72 ,,,,,
118.84 ,23.0 ,27.975,445.78 ,,,,,
118.86 ,23.1 ,28.234,445.83 ,,,,,
118.88 ,25.3 ,27.169,445.88 ,,,,,
118.90 ,26.3 ,27.344,445.93 ,,,,,
118.92 ,26.1 ,28.619,445.98 ,,,,,
118.94 ,25.2 ,28.298,446.03 ,,,,,
118.96 ,25.7 ,29.315,446.08 ,,,,,
118.98 ,25.8 ,27.924,446.13 ,,,,,
119.00 ,25.3 ,28.671,446.18 ,,,,,
119.02 ,26.1 ,27.502,446.23 ,,,,,
119.04 ,26.1 ,28.852,446.28 ,,,,,
119.06 ,24.7 ,28.311,446.33 ,,,,,
119.08 ,25.9 ,28.475,446.38 ,,,,,
119.10 ,25.9 ,27.407,446.44 ,,,,,
119.12 ,26.1 ,28.116,446.49 ,,,,,
119.14 ,25.7 ,27.444,446.54 ,,,,,
119.16 ,25.4 ,27.048,446.59 ,,,,,
119.18 ,25.0 ,27.059,446.64 ,,,,,
119.20 ,24.6 ,28.589,446.69 ,,,,,
119.22 ,25.5 ,28.661,446.74 ,,,,,
119.24 ,25.6 ,27.701,446.80 ,,,,,
119.26 ,26.3 ,27.906,446.85 ,,,,,
119.28 ,26.0 ,28.797,446.90 ,,,,,
119.30 ,25.8 ,28.381,446.95 ,,,,,
119.32 ,26.9 ,27.081,447.00 ,,,,,
119.34 ,26.2 ,27.56,447.05 ,,,,,
119.36 ,25.9 ,26.48,447.11 ,,,,,
119.38 ,25.6 ,24.926,447.16 ,,,,,
119.40 ,25.9 ,25.862,447.22 ,,,,,
119.42 ,25.9 ,25.609,447.27 ,,,,,
119.44 ,26.1 ,24.895,447.33 ,,,,,
119.46 ,25.6 ,25.472,447.39 ,,,,,
119.48 ,25.6 ,24.504,447.45 ,,,,,
119.50 ,26.5 ,24.733,447.50 ,,,,,
119.52 ,26.9 ,25.834,447.56 ,,,,,
119.54 ,26.3 ,25.146,447.62 ,,,,,
119.56 ,26.0 ,25.264,447.67 ,,,,,
119.58 ,25.8 ,26.715,447.73 ,,,,,
119.60 ,25.3 ,25.949,447.78 ,,,,,
119.62 ,25.7 ,26.197,447.84 ,,,,,
119.64 ,25.5 ,25.74,447.89 ,,,,,
119.66 ,25.5 ,24.933,447.95 ,,,,,
119.68 ,26.2 ,29.579,448.00 ,,,,,
119.70 ,25.2 ,29.219,448.04 ,,,,,
119.72 ,25.0 ,29.582,448.09 ,,,,,
119.74 ,25.7 ,30.005,448.14 ,,,,,
119.76 ,26.5 ,29.497,448.19 ,,,,,
119.78 ,26.2 ,27.36,448.24 ,,,,,
119.80 ,26.3 ,27.889,448.29 ,,,,,
119.82 ,26.8 ,27.474,448.35 ,,,,,
119.84 ,24.8 ,24.487,448.40 ,,,,,
119.86 ,24.9 ,25.05,448.46 ,,,,,
119.88 ,25.6 ,25.731,448.51 ,,,,,
119.90 ,25.4 ,27.441,448.57 ,,,,,
119.92 ,25.2 ,26.666,448.62 ,,,,,
119.94 ,25.1 ,27.653,448.67 ,,,,,
119.96 ,25.8 ,29.462,448.72 ,,,,,
119.98 ,26.8 ,31.088,448.77 ,,,,,
120.00 ,26.9 ,28.08,448.82 ,,,,,
120.02 ,26.2 ,28.746,448.87 ,,,,,
120.04 ,26.5 ,26.028,448.92 ,,,,,
120.06 ,26.7 ,23.192,448.98 ,,,,,
120.08 ,26.4 ,23.773,449.05 ,,,,,
120.10 ,26.6 ,21.868,449.11 ,,,,,
120.12 ,27.3 ,22.155,449.17 ,,,,,
120.14 ,27.5 ,23.716,449.23 ,,,,,
120.16 ,26.8 ,23.21,449.29 ,,,,,
120.18 ,26.1 ,24.373,449.36 ,,,,,
120.20 ,26.0 ,22.537,449.42 ,,,,,
120.22 ,26.0 ,22.551,449.48 ,,,,,
120.24 ,26.4 ,22.555,449.54 ,,,,,
120.26 ,26.5 ,22.678,449.61 ,,,,,
120.28 ,26.6 ,22.963,449.67 ,,,,,
120.30 ,26.1 ,23.168,449.73 ,,,,,
120.32 ,27.1 ,25.082,449.79 ,,,,,
120.34 ,26.3 ,24.581,449.84 ,,,,,
120.36 ,26.9 ,27.833,449.90 ,,,,,
120.38 ,23.6 ,28.434,449.95 ,,,,,
120.40 ,25.2 ,27.722,450.00 ,,,,,
120.42 ,25.1 ,26.853,450.07 ,,,,,
120.44 ,25.6 ,27.572,450.14 ,,,,,
120.46 ,25.3 ,26.968,450.20 ,,,,,
120.48 ,24.9 ,27.611,450.27 ,,,,,
120.50 ,26.6 ,26.469,450.34 ,,,,,
120.52 ,25.8 ,27.468,450.41 ,,,,,
120.54 ,25.8 ,27.231,450.47 ,,,,,
120.56 ,25.8 ,28.765,450.54 ,,,,,
120.58 ,25.4 ,30.211,450.60 ,,,,,
120.60 ,24.2 ,30.815,450.66 ,,,,,
120.62 ,25.2 ,29.36,450.72 ,,,,,
120.64 ,25.2 ,28.245,450.79 ,,,,,
120.66 ,25.4 ,25.663,450.86 ,,,,,
120.68 ,26.0 ,26.189,450.93 ,,,,,
120.70 ,25.6 ,27.668,451.00 ,,,,,
120.72 ,25.9 ,26.58,451.06 ,,,,,
120.74 ,25.2 ,26.483,451.13 ,,,,,
120.76 ,25.0 ,26.061,451.20 ,,,,,
120.78 ,25.3 ,25.658,451.27 ,,,,,
120.80 ,24.9 ,26.405,451.35 ,,,,,
120.82 ,26.1 ,25.395,451.41 ,,,,,
120.84 ,25.4 ,28.047,451.48 ,,,,,
120.86 ,25.6 ,29.433,451.55 ,,,,,
120.88 ,26.8 ,28.095,451.61 ,,,,,
120.90 ,26.8 ,28.385,451.67 ,,,,,
120.92 ,25.1 ,29.538,451.74 ,,,,,
120.94 ,25.6 ,28.458,451.80 ,,,,,
120.96 ,25.5 ,31.915,451.86 ,,,,,
120.98 ,26.0 ,32.57,451.92 ,,,,,
121.00 ,25.7 ,27.287,451.98 ,,,,,
121.02 ,25.7 ,25.801,452.05 ,,,,,
121.04 ,26.4 ,26.926,452.12 ,,,,,
121.06 ,25.0 ,28.346,452.19 ,,,,,
121.08 ,25.1 ,26.812,452.25 ,,,,,
121.10 ,24.7 ,27.548,452.32 ,,,,,
121.12 ,25.5 ,25.726,452.39 ,,,,,
121.14 ,25.6 ,26.366,452.46 ,,,,,
121.16 ,26.3 ,27.67,452.53 ,,,,,
121.18 ,26.2 ,27.253,452.60 ,,,,,
121.20 ,26.4 ,26.331,452.66 ,,,,,
121.22 ,26.4 ,28.203,452.73 ,,,,,
121.24 ,26.5 ,27.929,452.80 ,,,,,
121.26 ,26.5 ,28.495,452.86 ,,,,,
121.28 ,27.3 ,27.39,452.93 ,,,,,
121.30 ,27.4 ,26.286,453.00 ,,,,,
121.32 ,25.2 ,26.428,453.07 ,,,,,
121.34 ,24.3 ,25.189,453.14 ,,,,,
121.36 ,25.2 ,24.124,453.21 ,,,,,
121.38 ,26.0 ,30.199,453.28 ,,,,,
121.40 ,25.7 ,30.147,453.34 ,,,,,
121.42 ,26.3 ,28.982,453.40 ,,,,,
121.44 ,25.6 ,24.569,453.48 ,,,,,
121.46 ,25.4 ,23.983,453.55 ,,,,,
121.48 ,25.2 ,25.516,453.62 ,,,,,
121.50 ,25.9 ,25.85,453.69 ,,,,,
121.52 ,24.9 ,27.98,453.76 ,,,,,
121.54 ,24.8 ,26.624,453.83 ,,,,,
121.56 ,25.2 ,25.468,453.90 ,,,,,
121.58 ,25.0 ,25.045,453.98 ,,,,,
121.60 ,25.5 ,25.324,454.05 ,,,,,
121.62 ,25.0 ,26.018,454.12 ,,,,,
121.64 ,25.3 ,26.347,454.19 ,,,,,
121.66 ,25.6 ,23.907,454.26 ,,,,,
121.68 ,23.2 ,24.745,454.34 ,,,,,
121.70 ,23.0 ,25.357,454.41 ,,,,,
121.72 ,24.4 ,26.382,454.48 ,,,,,
121.74 ,24.7 ,25.283,454.55 ,,,,,
121.76 ,24.6 ,25.88,454.62 ,,,,,
121.78 ,24.6 ,26.757,454.69 ,,,,,
121.80 ,25.1 ,26.595,454.76 ,,,,,
121.82 ,24.6 ,26.261,454.83 ,,,,,
121.84 ,24.7 ,26.937,454.90 ,,,,,
121.86 ,24.4 ,24.953,454.98 ,,,,,
121.88 ,24.3 ,23.825,455.05 ,,,,,
121.90 ,25.0 ,26.088,455.12 ,,,,,
121.92 ,24.4 ,25.096,455.20 ,,,,,
121.94 ,24.8 ,23.978,455.27 ,,,,,
121.96 ,24.6 ,23.961,455.35 ,,,,,
121.98 ,24.8 ,23.85,455.43 ,,,,,
122.00 ,24.4 ,23.671,455.51 ,,,,,
122.02 ,24.6 ,22.607,455.58 ,,,,,
122.04 ,24.3 ,23.28,455.66 ,,,,,
122.06 ,24.2 ,23.751,455.74 ,,,,,
122.08 ,24.0 ,26.253,455.81 ,,,,,
122.10 ,24.4 ,25.054,455.88 ,,,,,
122.12 ,24.0 ,27.577,455.95 ,,,,,
122.14 ,24.5 ,25.45,456.02 ,,,,,
122.16 ,25.3 ,26.97,456.09 ,,,,,
122.18 ,25.0 ,25.062,456.16 ,,,,,
122.20 ,24.7 ,25.467,456.24 ,,,,,
122.22 ,24.3 ,22.922,456.32 ,,,,,
122.24 ,24.3 ,23.944,456.40 ,,,,,
122.26 ,24.0 ,21.817,456.48 ,,,,,
122.28 ,24.5 ,24.06,456.56 ,,,,,
122.30 ,24.2 ,22.395,456.63 ,,,,,
122.32 ,24.9 ,23.578,456.72 ,,,,,
122.34 ,24.4 ,21.547,456.80 ,,,,,
122.36 ,24.7 ,23.707,456.88 ,,,,,
122.38 ,25.0 ,23.629,456.95 ,,,,,
122.40 ,24.9 ,24.227,457.03 ,,,,,
122.42 ,24.0 ,25.066,457.10 ,,,,,
122.44 ,24.2 ,24.395,457.18 ,,,,,
122.46 ,24.8 ,26.054,457.25 ,,,,,
122.48 ,24.6 ,25.078,457.32 ,,,,,
122.50 ,24.2 ,23.03,457.40 ,,,,,
122.52 ,23.9 ,23.275,457.48 ,,,,,
122.54 ,23.7 ,24.054,457.56 ,,,,,
122.56 ,23.7 ,23.457,457.64 ,,,,,
122.58 ,23.8 ,21.992,457.72 ,,,,,
122.60 ,24.1 ,23.173,457.80 ,,,,,
122.62 ,23.4 ,22.568,457.88 ,,,,,
122.64 ,23.4 ,21.524,457.97 ,,,,,
122.66 ,23.9 ,21.3,458.05 ,,,,,
122.68 ,22.6 ,23.508,458.13 ,,,,,
122.70 ,24.7 ,21.916,458.21 ,,,,,
122.72 ,23.7 ,22.089,458.30 ,,,,,
122.74 ,23.9 ,22.851,458.38 ,,,,,
122.76 ,24.1 ,22.374,458.46 ,,,,,
122.78 ,23.6 ,20.046,458.55 ,,,,,
122.80 ,24.0 ,21.907,458.63 ,,,,,
122.82 ,24.0 ,22.769,458.72 ,,,,,
122.84 ,23.9 ,20.58,458.80 ,,,,,
122.86 ,24.5 ,20.835,458.89 ,,,,,
122.88 ,24.3 ,22.382,458.98 ,,,,,
122.90 ,24.3 ,21.313,459.06 ,,,,,
122.92 ,23.4 ,20.573,459.15 ,,,,,
122.94 ,24.1 ,21.657,459.24 ,,,,,
122.96 ,23.9 ,20.902,459.32 ,,,,,
122.98 ,23.7 ,23.235,459.40 ,,,,,
123.00 ,24.3 ,23.346,459.48 ,,,,,
123.02 ,23.8 ,23.323,459.56 ,,,,,
123.04 ,24.1 ,22.095,459.64 ,,,,,
123.06 ,23.7 ,22.911,459.73 ,,,,,
123.08 ,24.3 ,21.434,459.81 ,,,,,
123.10 ,24.0 ,22.147,459.89 ,,,,,
123.12 ,23.4 ,21.245,459.98 ,,,,,
123.14 ,24.1 ,21.284,460.06 ,,,,,
123.16 ,23.7 ,21.284,460.15 ,,,,,
123.18 ,23.6 ,20.533,460.24 ,,,,,
123.20 ,23.2 ,21.553,460.33 ,,,,,
123.22 ,23.5 ,19.497,460.42 ,,,,,
123.24 ,22.7 ,19.955,460.51 ,,,,,
123.26 ,23.9 ,23.099,460.59 ,,,,,
123.28 ,23.8 ,21.855,460.68 ,,,,,
123.30 ,23.4 ,21.847,460.76 ,,,,,
123.32 ,24.6 ,20.891,460.84 ,,,,,
123.34 ,23.4 ,23.55,460.93 ,,,,,
123.36 ,23.9 ,22.239,461.01 ,,,,,
123.38 ,23.8 ,18.899,461.10 ,,,,,
